glyph,unicode,leaf,line,band,category,x,y,w,h,notes
G,0047,253,72pt,8,cap,451,2813,254,340,"survey #92, 'GOLDEN'"
O,004F,253,72pt,8,cap,741,2813,259,343,"survey #93, 'GOLDEN'"
L,004C,253,72pt,8,cap,1036,2818,182,334,"survey #94, 'GOLDEN'"
D,0044,253,72pt,8,cap,1253,2816,218,338,"survey #95, 'GOLDEN'"
E,0045,253,72pt,8,cap,1508,2817,199,335,"survey #96, 'GOLDEN'"
N,004E,253,72pt,8,cap,1745,2817,196,335,"survey #97, 'GOLDEN'"
G.72pt,,253,72pt,9,cap,130,3204,248,385,"survey #98, 'Gates 8 Open'"
a,0061,253,72pt,9,lower,410,3309,170,240,"survey #99, 'Gates 8 Open'"
t,0074,253,72pt,9,lower,577,3226,112,394,"survey #100, 'Gates 8 Open'"
e,0065,253,72pt,9,lower,703,3310,169,240,"survey #101, 'Gates 8 Open'"
s,0073,253,72pt,9,lower,891,3310,162,240,"survey #102, 'Gates 8 Open'"
eight,0038,253,72pt,9,figure,1151,3212,188,339,"survey #103, 'Gates 8 Open'"
O.72pt,,253,72pt,9,cap,1446,3210,258,341,"survey #104, 'Gates 8 Open'"
p,0070,253,72pt,9,lower,1740,3310,165,315,"survey #105, 'Gates 8 Open'"
e.72pt,,253,72pt,9,lower,1928,3308,168,240,"survey #106, 'Gates 8 Open'"
n,006E,253,72pt,9,lower,2124,3310,154,239,"survey #107, 'Gates 8 Open'"
M,004D,253,60pt,6,cap,348,1982,220,286,"survey #72, 'MOUNTAIN'"
O.60pt,,253,60pt,6,cap,602,1981,241,289,"survey #73, 'MOUNTAIN'"
U,0055,253,60pt,6,cap,878,1984,173,284,"survey #74, 'MOUNTAIN'"
N.60pt,,253,60pt,6,cap,1097,1983,187,284,"survey #75, 'MOUNTAIN'"
T,0054,253,60pt,6,cap,1315,1983,214,285,"survey #76, 'MOUNTAIN'"
A,0041,253,60pt,6,cap,1549,1983,195,286,"survey #77, 'MOUNTAIN'"
I,0049,253,60pt,6,cap,1778,1983,24,286,"survey #78, 'MOUNTAIN'"
N.60pt_2,,253,60pt,6,cap,1848,1983,186,284,"survey #79, 'MOUNTAIN'"
H,0048,253,60pt,7,cap,132,2314,169,284,"survey #80, 'Highest 2 Peak'"
i,0069,253,60pt,7,lower,339,2316,25,283,"survey #81, 'Highest 2 Peak'"
g,0067,253,60pt,7,lower,390,2395,173,271,"survey #82, 'Highest 2 Peak'"
h,0068,253,60pt,7,lower,582,2316,138,284,"survey #83, 'Highest 2 Peak'"
e.60pt,,253,60pt,7,lower,749,2394,153,207,"survey #84, 'Highest 2 Peak'"
s.60pt,,253,60pt,7,lower,919,2395,151,207,"survey #85, 'Highest 2 Peak'"
t.60pt,,253,60pt,7,lower,1079,2336,92,265,"survey #86, 'Highest 2 Peak'"
two,0032,253,60pt,7,figure,1277,2312,166,288,"survey #87, 'Highest 2 Peak'"
P,0050,253,60pt,7,cap,1586,2315,189,284,"survey #88, 'Highest 2 Peak'"
e.60pt_2,,253,60pt,7,lower,1795,2393,152,207,"survey #89, 'Highest 2 Peak'"
a.60pt,,253,60pt,7,lower,1966,2396,167,206,"survey #90, 'Highest 2 Peak'"
k,006B,253,60pt,7,lower,2156,2316,133,283,"survey #91, 'Highest 2 Peak'"
R,0052,253,48pt,4,cap,366,1266,151,241,"survey #49, 'REFRESHING'"
