glyph,unicode,leaf,line,band,category,x,y,w,h,notes
C,0043,119,72pt,6,cap,281,2793,165,355,"survey #77, 'CONFIDENCE'"
O,004F,119,72pt,6,cap,450,2793,185,357,"survey #78, 'CONFIDENCE'"
N,004E,119,72pt,6,cap,645,2798,199,351,"survey #79, 'CONFIDENCE'"
F,0046,119,72pt,6,cap,857,2799,183,349,"survey #80, 'CONFIDENCE'"
I,0049,119,72pt,6,cap,1048,2800,91,348,"survey #81, 'CONFIDENCE'"
D,0044,119,72pt,6,cap,1155,2798,196,350,"survey #82, 'CONFIDENCE'"
E,0045,119,72pt,6,cap,1365,2799,186,349,"survey #83, 'CONFIDENCE'"
N.72pt,,119,72pt,6,cap,1559,2798,198,350,"survey #84, 'CONFIDENCE'"
C.72pt,,119,72pt,6,cap,1767,2794,166,356,"survey #85, 'CONFIDENCE'"
E.72pt,,119,72pt,6,cap,1943,2799,184,349,"survey #86, 'CONFIDENCE'"
L,004C,119,72pt,7,cap,127,3204,172,348,"survey #87, 'Longer 6 Column'"
o,006F,119,72pt,7,lower,302,3303,132,253,"survey #88, 'Longer 6 Column'"
n,006E,119,72pt,7,lower,441,3305,156,250,"survey #89, 'Longer 6 Column'"
g,0067,119,72pt,7,lower,602,3305,166,335,"survey #90, 'Longer 6 Column'"
e,0065,119,72pt,7,lower,772,3306,126,254,"survey #91, 'Longer 6 Column'"
r,0072,119,72pt,7,lower,905,3308,97,250,"survey #92, 'Longer 6 Column'"
six,0036,119,72pt,7,figure,1087,3207,156,354,"survey #93, 'Longer 6 Column'"
C.72pt_2,,119,72pt,7,cap,1335,3206,167,355,"survey #94, 'Longer 6 Column'"
o.72pt,,119,72pt,7,lower,1507,3306,134,254,"survey #95, 'Longer 6 Column'"
l,006C,119,72pt,7,lower,1649,3211,70,346,"survey #96, 'Longer 6 Column'"
u,0075,119,72pt,7,lower,1727,3310,156,250,"survey #97, 'Longer 6 Column'"
m,006D,119,72pt,7,lower,1891,3306,238,251,"survey #98, 'Longer 6 Column'"
n.72pt,,119,72pt,7,lower,2139,3307,155,250,"survey #99, 'Longer 6 Column'"
R,0052,119,60pt,4,cap,278,1711,177,291,"survey #50, 'RESTAURANTS'"
E.60pt,,119,60pt,4,cap,466,1710,149,291,"survey #51, 'RESTAURANTS'"
S,0053,119,60pt,4,cap,628,1707,134,299,"survey #52, 'RESTAURANTS'"
T,0054,119,60pt,4,cap,770,1710,153,291,"survey #53, 'RESTAURANTS'"
A,0041,119,60pt,4,cap,930,1710,175,292,"survey #54, 'RESTAURANTS'"
U,0055,119,60pt,4,cap,1115,1710,172,294,"survey #55, 'RESTAURANTS'"
R.60pt,,119,60pt,4,cap,1301,1711,177,290,"survey #56, 'RESTAURANTS'"
A.60pt,,119,60pt,4,cap,1484,1711,175,291,"survey #57, 'RESTAURANTS'"
N.60pt,,119,60pt,4,cap,1671,1710,151,292,"survey #58, 'RESTAURANTS'"
T.60pt,,119,60pt,4,cap,1834,1710,152,292,"survey #59, 'RESTAURANTS'"
S.60pt,,119,60pt,4,cap,1996,1708,133,298,"survey #60, 'RESTAURANTS'"
S.60pt_2,,119,60pt,5,cap,118,2071,129,299,"survey #61, 'Sparrow 58 Potpies'"
p,0070,119,60pt,5,lower,254,2158,120,287,"survey #62, 'Sparrow 58 Potpies'"
a,0061,119,60pt,5,lower,385,2158,120,211,"survey #63, 'Sparrow 58 Potpies'"
r.60pt,,119,60pt,5,lower,508,2160,79,207,"survey #64, 'Sparrow 58 Potpies'"
r.60pt_2,,119,60pt,5,lower,589,2160,79,207,"survey #65, 'Sparrow 58 Potpies'"
o.60pt,,119,60pt,5,lower,674,2159,113,211,"survey #66, 'Sparrow 58 Potpies'"
w,0077,119,60pt,5,lower,795,2162,189,210,"survey #67, 'Sparrow 58 Potpies'"
five,0035,119,60pt,5,figure,1115,2070,126,301,"survey #68, 'Sparrow 58 Potpies'"
eight,0038,119,60pt,5,figure,1260,2073,130,298,"survey #69, 'Sparrow 58 Potpies'"
P,0050,119,60pt,5,cap,1527,2075,149,291,"survey #70, 'Sparrow 58 Potpies'"
o.60pt_2,,119,60pt,5,lower,1688,2159,112,210,"survey #71, 'Sparrow 58 Potpies'"
t,0074,119,60pt,5,lower,1808,2100,77,269,"survey #72, 'Sparrow 58 Potpies'"
p.60pt,,119,60pt,5,lower,1888,2159,120,286,"survey #73, 'Sparrow 58 Potpies'"
i,0069,119,60pt,5,lower,2018,2073,57,294,"survey #74, 'Sparrow 58 Potpies'"
e.60pt,,119,60pt,5,lower,2082,2158,108,211,"survey #75, 'Sparrow 58 Potpies'"
s,0073,119,60pt,5,lower,2198,2161,100,208,"survey #76, 'Sparrow 58 Potpies'"
O.48pt,,119,48pt,2,cap,400,719,127,251,"survey #20, 'OPERA SINGER'"
P.48pt,,119,48pt,2,cap,539,721,123,243,"survey #21, 'OPERA SINGER'"
E.48pt,,119,48pt,2,cap,674,721,127,242,"survey #22, 'OPERA SINGER'"
R.48pt,,119,48pt,2,cap,812,721,152,243,"survey #23, 'OPERA SINGER'"
A.48pt,,119,48pt,2,cap,968,721,148,243,"survey #24, 'OPERA SINGER'"
S.48pt,,119,48pt,2,cap,1209,719,115,250,"survey #25, 'OPERA SINGER'"
I.48pt,,119,48pt,2,cap,1335,723,66,241,"survey #26, 'OPERA SINGER'"
N.48pt,,119,48pt,2,cap,1416,722,140,244,"survey #27, 'OPERA SINGER'"
G,0047,119,48pt,2,cap,1571,722,137,247,"survey #28, 'OPERA SINGER'"
E.48pt_2,,119,48pt,2,cap,1715,722,128,243,"survey #29, 'OPERA SINGER'"
R.48pt_2,,119,48pt,2,cap,1852,722,152,243,"survey #30, 'OPERA SINGER'"
H,0048,119,48pt,3,cap,117,1021,144,245,"survey #31, 'Hungarian 35 Composer'"
u.48pt,,119,48pt,3,lower,269,1086,107,196,"survey #32, 'Hungarian 35 Composer'"
n.48pt,,119,48pt,3,lower,379,1085,108,178,"survey #33, 'Hungarian 35 Composer'"
g.48pt,,119,48pt,3,lower,488,1082,106,239,"survey #34, 'Hungarian 35 Composer'"
a.48pt,,119,48pt,3,lower,598,1083,104,181,"survey #35, 'Hungarian 35 Composer'"
r.48pt,,119,48pt,3,lower,705,1085,65,177,"survey #36, 'Hungarian 35 Composer'"
i.48pt,,119,48pt,3,lower,771,1019,51,243,"survey #37, 'Hungarian 35 Composer'"
a.48pt_2,,119,48pt,3,lower,829,1084,104,180,"survey #38, 'Hungarian 35 Composer'"
n.48pt_2,,119,48pt,3,lower,934,1085,108,177,"survey #39, 'Hungarian 35 Composer'"
three,0033,119,48pt,3,figure,1126,1018,106,248,"survey #40, 'Hungarian 35 Composer'"
five.48pt,,119,48pt,3,figure,1244,1015,106,251,"survey #41, 'Hungarian 35 Composer'"
C.48pt,,119,48pt,3,cap,1434,1019,124,247,"survey #42, 'Hungarian 35 Composer'"
o.48pt,,119,48pt,3,lower,1567,1085,92,179,"survey #43, 'Hungarian 35 Composer'"
m.48pt,,119,48pt,3,lower,1665,1085,164,177,"survey #44, 'Hungarian 35 Composer'"
p.48pt,,119,48pt,3,lower,1832,1085,100,237,"survey #45, 'Hungarian 35 Composer'"
o.48pt_2,,119,48pt,3,lower,1940,1086,93,178,"survey #46, 'Hungarian 35 Composer'"
s.48pt,,119,48pt,3,lower,2040,1086,89,179,"survey #47, 'Hungarian 35 Composer'"
e.48pt,,119,48pt,3,lower,2137,1084,93,182,"survey #48, 'Hungarian 35 Composer'"
r.48pt_2,,119,48pt,3,lower,2236,1086,66,177,"survey #49, 'Hungarian 35 Composer'"
