glyph,unicode,leaf,line,band,category,x,y,w,h,notes
H,0048,889,twelve,5,cap,205,2525,779,838,"survey #24, 'HIM'"
I,0049,889,twelve,5,cap,1080,2530,289,832,"survey #25, 'HIM'"
M,004D,889,twelve,5,cap,1466,2531,907,830,"survey #26, 'HIM'"
S,0053,889,ten,4,cap,202,1730,621,700,"survey #21, 'SUM'"
U,0055,889,ten,4,cap,911,1728,650,703,"survey #22, 'SUM'"
M.ten,,889,ten,4,cap,1647,1735,719,702,"survey #23, 'SUM'"
G,0047,889,eight,3,cap,210,1064,479,567,"survey #17, 'GUNS'"
U.eight,,889,eight,3,cap,737,1062,514,569,"survey #18, 'GUNS'"
N,004E,889,eight,3,cap,1319,1065,511,570,"survey #19, 'GUNS'"
S.eight,,889,eight,3,cap,1882,1074,497,564,"survey #20, 'GUNS'"
B,0042,889,six,2,cap,215,529,364,437,"survey #10, 'Bones 12'"
o,006F,889,six,2,lower,601,646,290,318,"survey #11, 'Bones 12'"
n,006E,889,six,2,lower,899,647,318,319,"survey #12, 'Bones 12'"
e,0065,889,six,2,lower,1228,648,264,318,"survey #13, 'Bones 12'"
s,0073,889,six,2,lower,1505,649,266,319,"survey #14, 'Bones 12'"
one,0031,889,six,2,figure,1914,535,165,437,"survey #15, 'Bones 12'"
two,0032,889,six,2,figure,2093,538,294,437,"survey #16, 'Bones 12'"
