glyph,unicode,leaf,line,band,category,x,y,w,h,notes
P,0050,229,54pt,7,cap,169,3281,232,295,"survey #99, 'PET 5 DOG'"
E,0045,229,54pt,7,cap,423,3287,221,293,"survey #100, 'PET 5 DOG'"
T,0054,229,54pt,7,cap,666,3287,241,296,"survey #101, 'PET 5 DOG'"
five,0035,229,54pt,7,figure,1071,3284,222,300,"survey #102, 'PET 5 DOG'"
D,0044,229,54pt,7,cap,1470,3281,245,297,"survey #103, 'PET 5 DOG'"
O,004F,229,54pt,7,cap,1745,3275,269,304,"survey #104, 'PET 5 DOG'"
G,0047,229,54pt,7,cap,2043,3275,271,301,"survey #105, 'PET 5 DOG'"
P.48pt,,229,48pt,6,cap,164,2882,199,251,"survey #89, 'PRIZE 6 CAKE'"
R,0052,229,48pt,6,cap,377,2885,197,252,"survey #90, 'PRIZE 6 CAKE'"
I,0049,229,48pt,6,cap,599,2887,45,251,"survey #91, 'PRIZE 6 CAKE'"
Z,005A,229,48pt,6,cap,665,2885,172,252,"survey #92, 'PRIZE 6 CAKE'"
E.48pt,,229,48pt,6,cap,858,2885,182,251,"survey #93, 'PRIZE 6 CAKE'"
six,0036,229,48pt,6,figure,1162,2883,186,253,"survey #94, 'PRIZE 6 CAKE'"
C,0043,229,48pt,6,cap,1470,2879,227,255,"survey #95, 'PRIZE 6 CAKE'"
A,0041,229,48pt,6,cap,1703,2879,219,252,"survey #96, 'PRIZE 6 CAKE'"
K,004B,229,48pt,6,cap,1936,2877,193,252,"survey #97, 'PRIZE 6 CAKE'"
E.48pt_2,,229,48pt,6,cap,2142,2876,182,251,"survey #98, 'PRIZE 6 CAKE'"
M,004D,229,36pt,5,cap,161,2520,218,230,"survey #79, 'MODEL 4 SUIT'"
O.36pt,,229,36pt,5,cap,405,2520,200,234,"survey #80, 'MODEL 4 SUIT'"
D.36pt,,229,36pt,5,cap,631,2521,190,231,"survey #81, 'MODEL 4 SUIT'"
E.36pt,,229,36pt,5,cap,845,2521,171,231,"survey #82, 'MODEL 4 SUIT'"
L,004C,229,36pt,5,cap,1041,2520,165,230,"survey #83, 'MODEL 4 SUIT'"
four,0034,229,36pt,5,figure,1325,2517,185,229,"survey #84, 'MODEL 4 SUIT'"
S,0053,229,36pt,5,cap,1611,2514,202,233,"survey #85, 'MODEL 4 SUIT'"
U,0055,229,36pt,5,cap,1834,2513,187,232,"survey #86, 'MODEL 4 SUIT'"
I.36pt,,229,36pt,5,cap,2051,2513,44,229,"survey #87, 'MODEL 4 SUIT'"
T.36pt,,229,36pt,5,cap,2122,2511,194,229,"survey #88, 'MODEL 4 SUIT'"
S.30pt,,229,30pt,4,cap,153,2182,157,201,"survey #67, 'SPRING 8 STYLE'"
P.30pt,,229,30pt,4,cap,329,2184,157,196,"survey #68, 'SPRING 8 STYLE'"
R.30pt,,229,30pt,4,cap,505,2183,156,196,"survey #69, 'SPRING 8 STYLE'"
I.30pt,,229,30pt,4,cap,678,2181,39,199,"survey #70, 'SPRING 8 STYLE'"
N,004E,229,30pt,4,cap,741,2183,162,195,"survey #71, 'SPRING 8 STYLE'"
G.30pt,,229,30pt,4,cap,923,2178,170,202,"survey #72, 'SPRING 8 STYLE'"
eight,0038,229,30pt,4,figure,1221,2179,154,200,"survey #73, 'SPRING 8 STYLE'"
S.30pt_2,,229,30pt,4,cap,1496,2177,162,201,"survey #74, 'SPRING 8 STYLE'"
T.30pt,,229,30pt,4,cap,1676,2177,170,196,"survey #75, 'SPRING 8 STYLE'"
Y,0059,229,30pt,4,cap,1860,2175,152,200,"survey #76, 'SPRING 8 STYLE'"
L.30pt,,229,30pt,4,cap,2022,2176,130,196,"survey #77, 'SPRING 8 STYLE'"
E.30pt,,229,30pt,4,cap,2171,2175,145,196,"survey #78, 'SPRING 8 STYLE'"
B,0042,229,20pt,3,cap,151,1887,101,141,"survey #53, 'BATHING 2 ~ ~ ~ ~ ~ ~'"
A.20pt,,229,20pt,3,cap,256,1887,107,141,"survey #54, 'BATHING 2 ~ ~ ~ ~ ~ ~'"
T.20pt,,229,20pt,3,cap,362,1886,99,141,"survey #55, 'BATHING 2 ~ ~ ~ ~ ~ ~'"
H,0048,229,20pt,3,cap,469,1886,103,141,"survey #56, 'BATHING 2 ~ ~ ~ ~ ~ ~'"
I.20pt,,229,20pt,3,cap,593,1885,26,141,"survey #57, 'BATHING 2 ~ ~ ~ ~ ~ ~'"
N.20pt,,229,20pt,3,cap,641,1884,104,142,"survey #58, 'BATHING 2 ~ ~ ~ ~ ~ ~'"
G.20pt,,229,20pt,3,cap,759,1881,114,146,"survey #59, 'BATHING 2 ~ ~ ~ ~ ~ ~'"
two,0032,229,20pt,3,figure,1028,1881,99,142,"survey #60, 'BATHING 2 ~ ~ ~ ~ ~ ~'"
