glyph,unicode,leaf,line,band,category,x,y,w,h,notes
S,0053,900,six,4,cap,282,1731,184,438,"survey #43, 'Staatszeitung 925'"
t,0074,900,six,4,lower,477,1732,71,442,"survey #44, 'Staatszeitung 925'"
a,0061,900,six,4,lower,565,1810,122,361,"survey #45, 'Staatszeitung 925'"
a.six,,900,six,4,lower,703,1809,120,362,"survey #46, 'Staatszeitung 925'"
t.six,,900,six,4,lower,831,1733,77,438,"survey #47, 'Staatszeitung 925'"
s,0073,900,six,4,lower,918,1808,129,364,"survey #48, 'Staatszeitung 925'"
z,007A,900,six,4,lower,1055,1808,106,419,"survey #49, 'Staatszeitung 925'"
e,0065,900,six,4,lower,1170,1809,103,363,"survey #50, 'Staatszeitung 925'"
i,0069,900,six,4,lower,1287,1735,70,436,"survey #51, 'Staatszeitung 925'"
t.six_2,,900,six,4,lower,1361,1732,74,439,"survey #52, 'Staatszeitung 925'"
u,0075,900,six,4,lower,1452,1809,132,362,"survey #53, 'Staatszeitung 925'"
n,006E,900,six,4,lower,1589,1806,127,366,"survey #54, 'Staatszeitung 925'"
g,0067,900,six,4,lower,1726,1809,116,420,"survey #55, 'Staatszeitung 925'"
nine,0039,900,six,4,figure,1998,1731,165,440,"survey #56, 'Staatszeitung 925'"
two,0032,900,six,4,figure,2180,1731,145,440,"survey #57, 'Staatszeitung 925'"
five,0035,900,six,4,figure,2338,1734,144,437,"survey #58, 'Staatszeitung 925'"
