glyph,unicode,leaf,line,band,category,x,y,w,h,notes
C,0043,280,84pt,6,cap,504,2693,153,417,"survey #81, 'CHRISTMAS'"
H,0048,280,84pt,6,cap,687,2698,154,408,"survey #82, 'CHRISTMAS'"
R,0052,280,84pt,6,cap,869,2698,169,410,"survey #83, 'CHRISTMAS'"
I,0049,280,84pt,6,cap,1052,2695,63,413,"survey #84, 'CHRISTMAS'"
S,0053,280,84pt,6,cap,1136,2694,148,418,"survey #85, 'CHRISTMAS'"
T,0054,280,84pt,6,cap,1297,2695,172,412,"survey #86, 'CHRISTMAS'"
M,004D,280,84pt,6,cap,1486,2697,226,410,"survey #87, 'CHRISTMAS'"
A,0041,280,84pt,6,cap,1726,2697,175,410,"survey #88, 'CHRISTMAS'"
S.84pt,,280,84pt,6,cap,1910,2694,149,416,"survey #89, 'CHRISTMAS'"
B,0042,280,84pt,7,cap,191,3198,154,406,"survey #90, 'Boys 84 R[ej]oicing'"
o,006F,280,84pt,7,lower,360,3285,116,324,"survey #91, 'Boys 84 R[ej]oicing'"
y,0079,280,84pt,7,lower,486,3285,116,386,"survey #92, 'Boys 84 R[ej]oicing'"
s,0073,280,84pt,7,lower,610,3286,119,323,"survey #93, 'Boys 84 R[ej]oicing'"
eight,0038,280,84pt,7,figure,817,3197,164,414,"survey #94, 'Boys 84 R[ej]oicing'"
four,0034,280,84pt,7,figure,988,3200,196,407,"survey #95, 'Boys 84 R[ej]oicing'"
R.84pt,,280,84pt,7,cap,1311,3198,166,410,"survey #96, 'Boys 84 R[ej]oicing'"
o.84pt,,280,84pt,7,lower,1695,3286,116,323,"survey #98, 'Boys 84 R[ej]oicing'"
i,0069,280,84pt,7,lower,1830,3198,45,408,"survey #99, 'Boys 84 R[ej]oicing'"
c,0063,280,84pt,7,lower,1893,3283,115,326,"survey #100, 'Boys 84 R[ej]oicing'"
i.84pt,,280,84pt,7,lower,2025,3197,45,407,"survey #101, 'Boys 84 R[ej]oicing'"
n,006E,280,84pt,7,lower,2093,3284,115,320,"survey #102, 'Boys 84 R[ej]oicing'"
g,0067,280,84pt,7,lower,2221,3285,167,391,"survey #103, 'Boys 84 R[ej]oicing'"
L,004C,280,72pt,4,cap,357,1647,106,343,"survey #50, 'LARGE NURSERY'"
A.72pt,,280,72pt,4,cap,483,1646,162,344,"survey #51, 'LARGE NURSERY'"
R.72pt,,280,72pt,4,cap,663,1647,140,345,"survey #52, 'LARGE NURSERY'"
G,0047,280,72pt,4,cap,817,1645,126,351,"survey #53, 'LARGE NURSERY'"
E,0045,280,72pt,4,cap,958,1646,106,344,"survey #54, 'LARGE NURSERY'"
N,004E,280,72pt,4,cap,1173,1649,144,342,"survey #55, 'LARGE NURSERY'"
U,0055,280,72pt,4,cap,1340,1647,125,341,"survey #56, 'LARGE NURSERY'"
R.72pt_2,,280,72pt,4,cap,1485,1648,141,344,"survey #57, 'LARGE NURSERY'"
S.72pt,,280,72pt,4,cap,1636,1646,124,349,"survey #58, 'LARGE NURSERY'"
E.72pt,,280,72pt,4,cap,1777,1647,106,343,"survey #59, 'LARGE NURSERY'"
R.72pt_3,,280,72pt,4,cap,1904,1648,141,345,"survey #60, 'LARGE NURSERY'"
Y,0059,280,72pt,4,cap,2056,1648,159,343,"survey #61, 'LARGE NURSERY'"
B.72pt,,280,72pt,5,cap,193,2081,127,345,"survey #62, 'Beautiful 562 Flowers'"
e,0065,280,72pt,5,lower,331,2155,99,274,"survey #63, 'Beautiful 562 Flowers'"
a,0061,280,72pt,5,lower,438,2155,108,274,"survey #64, 'Beautiful 562 Flowers'"
u,0075,280,72pt,5,lower,554,2157,100,271,"survey #65, 'Beautiful 562 Flowers'"
t,0074,280,72pt,5,lower,664,2087,78,340,"survey #66, 'Beautiful 562 Flowers'"
i.72pt,,280,72pt,5,lower,750,2081,40,345,"survey #67, 'Beautiful 562 Flowers'"
f,0066,280,72pt,5,lower,798,2082,77,345,"survey #68, 'Beautiful 562 Flowers'"
u.72pt,,280,72pt,5,lower,881,2157,100,270,"survey #69, 'Beautiful 562 Flowers'"
l,006C,280,72pt,5,lower,996,2081,42,345,"survey #70, 'Beautiful 562 Flowers'"
five,0035,280,72pt,5,figure,1135,2082,127,349,"survey #71, 'Beautiful 562 Flowers'"
six,0036,280,72pt,5,figure,1280,2080,130,350,"survey #72, 'Beautiful 562 Flowers'"
two,0032,280,72pt,5,figure,1425,2077,128,349,"survey #73, 'Beautiful 562 Flowers'"
F,0046,280,72pt,5,cap,1647,2081,105,345,"survey #74, 'Beautiful 562 Flowers'"
l.72pt,,280,72pt,5,lower,1768,2081,41,344,"survey #75, 'Beautiful 562 Flowers'"
o.72pt,,280,72pt,5,lower,1820,2158,99,273,"survey #76, 'Beautiful 562 Flowers'"
w,0077,280,72pt,5,lower,1929,2159,155,267,"survey #77, 'Beautiful 562 Flowers'"
e.72pt,,280,72pt,5,lower,2090,2158,98,273,"survey #78, 'Beautiful 562 Flowers'"
r,0072,280,72pt,5,lower,2197,2158,76,269,"survey #79, 'Beautiful 562 Flowers'"
s.72pt,,280,72pt,5,lower,2281,2157,104,275,"survey #80, 'Beautiful 562 Flowers'"
S.66pt,,280,66pt,2,cap,555,722,109,325,"survey #19, 'SWEET VIOLETS'"
W,0057,280,66pt,2,cap,665,724,193,319,"survey #20, 'SWEET VIOLETS'"
E.66pt,,280,66pt,2,cap,862,723,102,319,"survey #21, 'SWEET VIOLETS'"
E.66pt_2,,280,66pt,2,cap,969,723,101,320,"survey #22, 'SWEET VIOLETS'"
T.66pt,,280,66pt,2,cap,1069,724,116,319,"survey #23, 'SWEET VIOLETS'"
V,0056,280,66pt,2,cap,1277,725,125,319,"survey #24, 'SWEET VIOLETS'"
I.66pt,,280,66pt,2,cap,1406,726,45,319,"survey #25, 'SWEET VIOLETS'"
O,004F,280,66pt,2,cap,1467,725,110,323,"survey #26, 'SWEET VIOLETS'"
L.66pt,,280,66pt,2,cap,1590,725,98,319,"survey #27, 'SWEET VIOLETS'"
